scenario_id,title,year_guess,relative_path,size_bytes,companion_ini_found,campaign_series,notes
233,"Korean Missile Crisis, 2021",2021,"Korean Missile Crisis, 2021.scen",684626,True,Korean Scenarios,
234,"Kuril Islands, 1999",1999,"Kuril Islands, 1999.scen",494495,True,Standalone Scenario,
235,"Land of Confusion - Syria, 2021",2021,"Land of Confusion - Syria, 2021.scen",1277001,True,Standalone Scenario,
236,"Leathernecks Are Watching, 2025",2025,"Leathernecks Are Watching, 2025.scen",543453,True,Standalone Scenario,
237,"Liancourt Rocks Conflict, 2018",2018,"Liancourt Rocks Conflict, 2018.scen",154364,True,Standalone Scenario,
238,"Limited War - The Siret River, 2020",2020,"Limited War - The Siret River, 2020.scen",1790351,True,Standalone Scenario,
239,"Line of Death, 1986",1986,"Line of Death, 1986.scen",266837,True,Standalone Scenario,
240,"Littoral Mission - Cebu Strait, 2018",2018,"Littoral Mission - Cebu Strait, 2018.scen",146446,True,Standalone Scenario,
241,"Log Bridge, 1989",1989,"Log Bridge, 1989.scen",187730,True,Standalone Scenario,
242,"Lucid Angel, 1993",1993,"Lucid Angel, 1993.scen",158531,True,Standalone Scenario,
243,"MINUSMA, 2015",2015,"MINUSMA, 2015.scen",93266,True,Standalone Scenario,
244,"Malvinas - The Pincer, 1982",1982,"Malvinas - The Pincer, 1982.scen",429944,True,Standalone Scenario,
245,"Marinha do Brasil - PASSEX 2010 - Carl Vinson, 2010",2010,"Marinha do Brasil - PASSEX 2010 - Carl Vinson, 2010.scen",68544,True,Standalone Scenario,
246,"Med Conflict, 1990",1990,"Med Conflict, 1990.scen",977709,True,Standalone Scenario,
247,"Mediterranean Tsunami, 2019",2019,"Mediterranean Tsunami, 2019.scen",2902964,True,Standalone Scenario,
248,"Memphis Goes North, 1981",1981,"Memphis Goes North, 1981.scen",43038,True,Standalone Scenario,
249,"Merry Christmas, 1985",1985,"Merry Christmas, 1985.scen",137976,True,Standalone Scenario,
250,"Merry Christmas, 1998",1998,"Merry Christmas, 1998.scen",1086050,True,Standalone Scenario,
251,"Mesa Verde Meets Em Head On, 2024",2024,"Mesa Verde Meets Em Head On, 2024.scen",202538,True,Standalone Scenario,
252,"Meteors over Korea, 1952",1952,"Meteors over Korea, 1952.scen",107342,True,Standalone Scenario,
253,"Mexican Fishery Conflict, 2017",2017,"Mexican Fishery Conflict, 2017.scen",102426,True,Standalone Scenario,
254,"Mission 2013D Part 1, 2014",2014,"Mission 2013D Part 1, 2014.scen",647875,True,Standalone Scenario,
255,"Mission 2013D Part 2, 2014",2014,"Mission 2013D Part 2, 2014.scen",421204,True,Standalone Scenario,
256,"Mission 2013D Part 3, 2014",2014,"Mission 2013D Part 3, 2014.scen",523133,True,Standalone Scenario,
257,"Mission off the Île de Sein, 2015",2015,"Mission off the Île de Sein, 2015.scen",74310,True,Standalone Scenario,
258,"Mission to Mon, 2020",2020,"Mission to Mon, 2020.scen",119109,True,Standalone Scenario,
259,"Montevideo Reach, 1973",1973,"Montevideo Reach, 1973.scen",102991,True,Standalone Scenario,
260,"Mururoa, 1973",1973,"Mururoa, 1973.scen",191950,True,Standalone Scenario,
261,"Myanmar Defense, 1995",1995,"Myanmar Defense, 1995.scen",25573,True,Standalone Scenario,
262,"NFZ Baltic, 2022",2022,"NFZ Baltic, 2022.scen",1898073,True,Standalone Scenario,
263,"NFZ Med, 2022",2022,"NFZ Med, 2022.scen",1109965,True,Standalone Scenario,
264,"NFZ Nordkapp, 2022",2022,"NFZ Nordkapp, 2022.scen",622269,True,Standalone Scenario,
265,"NFZ Pacific, 2022",2022,"NFZ Pacific, 2022.scen",971918,True,Standalone Scenario,
266,"Navaga Deterrence, 1986",1986,"Navaga Deterrence, 1986.scen",374720,True,Standalone Scenario,
267,"Needle in a Wet Haystack, 2009",2009,"Needle in a Wet Haystack, 2009.scen",28196,True,Standalone Scenario,
268,"Nerve Hydra, 1994",1994,"Nerve Hydra, 1994.scen",365736,True,Standalone Scenario,
269,"New Mexico Goes to War, 2023",2023,"New Mexico Goes to War, 2023.scen",961836,True,Standalone Scenario,
270,"Nicaragua Missile Crisis, 2024",2024,"Nicaragua Missile Crisis, 2024.scen",1987105,True,Standalone Scenario,
271,"Nile Delta Strikeback, 2012",2012,"Nile Delta Strikeback, 2012.scen",52974,True,Standalone Scenario,
272,"No Time for Mischief, 1995",1995,"No Time for Mischief, 1995.scen",58875,True,Standalone Scenario,
273,"Norrland Defense, 1990",1990,"Norrland Defense, 1990.scen",305520,True,Standalone Scenario,
274,"Novi Pazer Pursuit, 1999",1999,"Novi Pazer Pursuit, 1999.scen",166446,True,Standalone Scenario,
275,"Nuclear Shadow of East Asia - Sino-Soviet Confilt, 1986",1986,"Nuclear Shadow of East Asia - Sino-Soviet Confilt, 1986.scen",2341538,True,Standalone Scenario,
276,"Nuclear Storm, 1991",1991,"Nuclear Storm, 1991.scen",109913,True,Standalone Scenario,
277,"Offensive CAP Belarus, 2015",2015,"Offensive CAP Belarus, 2015.scen",223630,True,Standalone Scenario,
278,"Oil in Somalia Italy vs India, 1990",1990,"Oil in Somalia Italy vs India, 1990.scen",662942,True,Standalone Scenario,
279,"Old Feuds Have Now Returned, 2014",2014,"Old Feuds Have Now Returned, 2014.scen",38892,True,Standalone Scenario,
280,"On Stalins Order, 1945",1945,"On Stalins Order, 1945.scen",149861,True,Standalone Scenario,
281,"One Final Old-Fashioned Banana War, 1947",1947,"One Final Old-Fashioned Banana War, 1947.scen",51644,True,Standalone Scenario,
282,"One Ship, One Country, 2017",2017,"One Ship, One Country, 2017.scen",361154,True,Standalone Scenario,
283,"Op Lingkod Timog I, 2013",2013,"Op Lingkod Timog I, 2013.scen",118867,True,Standalone Scenario,
284,"Operación Gomorra, 2010",2010,"Operación Gomorra, 2010.scen",1570049,True,Standalone Scenario,
285,"Operation Adelaide, 2016",2016,"Operation Adelaide, 2016.scen",230894,True,Operation Scenarios (standalone),
286,"Operation Allied Force, 1999",1999,"Operation Allied Force, 1999.scen",1188401,True,Operation Scenarios (standalone),
287,"Operation Ardent Shield, 2030",2030,"Operation Ardent Shield, 2030.scen",1648577,True,Operation Scenarios (standalone),
288,"Operation Baltic Vigilance, 2020",2020,"Operation Baltic Vigilance, 2020.scen",213567,True,Operation Scenarios (standalone),
289,"Operation Bayern, 1965",1965,"Operation Bayern, 1965.scen",294945,True,Operation Scenarios (standalone),
290,"Operation Black Buck 1, 1982",1982,"Operation Black Buck 1, 1982.scen",78825,True,Operation Scenarios (standalone),
291,"Operation Brass Drum - Second of Desert Storm, 1993",1993,"Operation Brass Drum - Second of Desert Storm, 1993.scen",1991519,True,Operation Scenarios (standalone),
292,"Operation British Harpoon, 1968",1968,"Operation British Harpoon, 1968.scen",202152,True,Operation Scenarios (standalone),
293,"Operation Cachalot, 2023",2023,"Operation Cachalot, 2023.scen",447119,True,Operation Scenarios (standalone),
294,"Operation Charming Truth, 1985",1985,"Operation Charming Truth, 1985.scen",152091,True,Operation Scenarios (standalone),
295,"Operation Eagle Guardian, 2019",2019,"Operation Eagle Guardian, 2019.scen",3596946,True,Operation Scenarios (standalone),
296,"Operation El Dorado Canyon, 1986",1986,"Operation El Dorado Canyon, 1986.scen",683877,True,Operation Scenarios (standalone),
297,"Operation El Dorado Canyon, 1996",1996,"Operation El Dorado Canyon, 1996.scen",611596,True,Operation Scenarios (standalone),
298,"Operation Fei Lian, 2019",2019,"Operation Fei Lian, 2019.scen",843162,True,Operation Scenarios (standalone),
299,"Operation Folgore, 2013",2013,"Operation Folgore, 2013.scen",671785,True,Operation Scenarios (standalone),
300,"Operation Ghost Rider, 1985",1985,"Operation Ghost Rider, 1985.scen",76112,True,Operation Scenarios (standalone),
301,"Operation Gray Advantage, 2023",2023,"Operation Gray Advantage, 2023.scen",418363,True,Operation Scenarios (standalone),
302,"Operation Guardian, 2013",2013,"Operation Guardian, 2013.scen",105555,True,Operation Scenarios (standalone),
303,"Operation Gudrun, 2012",2012,"Operation Gudrun, 2012.scen",478882,True,Operation Scenarios (standalone),
304,"Operation Journeyman, 1977",1977,"Operation Journeyman, 1977.scen",55683,True,Operation Scenarios (standalone),
305,"Operation Kaman 99, 1980",1980,"Operation Kaman 99, 1980.scen",592321,True,Operation Scenarios (standalone),
306,"Operation Lawful Avenger, 1985",1985,"Operation Lawful Avenger, 1985.scen",332324,True,Operation Scenarios (standalone),
307,"Operation Lawful Destroyer, 1985",1985,"Operation Lawful Destroyer, 1985.scen",313362,True,Operation Scenarios (standalone),
308,"Operation Liberty Dawn [Redux Redux], 2031",2031,"Operation Liberty Dawn [Redux Redux], 2031.scen",2428291,True,Operation Scenarios (standalone),
309,"Operation Locusta, 1990",1990,"Operation Locusta, 1990.scen",631944,True,Operation Scenarios (standalone),
310,"Operation Mole Cricket 19, 1982",1982,"Operation Mole Cricket 19, 1982.scen",284672,True,Operation Scenarios (standalone),
311,"Operation Morvarid, 1980",1980,"Operation Morvarid, 1980.scen",121908,True,Operation Scenarios (standalone),
312,"Operation Northern Stork, 2018",2018,"Operation Northern Stork, 2018.scen",337951,True,Operation Scenarios (standalone),
313,"Operation Quiet Rodeo, 1994",1994,"Operation Quiet Rodeo, 1994.scen",293563,True,Operation Scenarios (standalone),
314,"Operation Reclaimed Might, 2015",2015,"Operation Reclaimed Might, 2015.scen",984588,True,Operation Scenarios (standalone),
315,"Operation Rimon 20, 1970",1970,"Operation Rimon 20, 1970.scen",146766,True,Operation Scenarios (standalone),
316,"Operation Rising Lion (Improved), 2025",2025,"Operation Rising Lion (Improved), 2025.scen",5493097,True,Operation Scenarios (standalone),
317,"Operation Sallyport, 2029",2029,"Operation Sallyport, 2029.scen",1784927,True,Operation Scenarios (standalone),
318,"Operation Sapphire Fury, 2019",2019,"Operation Sapphire Fury, 2019.scen",1784741,True,Operation Scenarios (standalone),
319,"Operation Scarlet Lance, 1966",1966,"Operation Scarlet Lance, 1966.scen",1012116,True,Operation Scenarios (standalone),
320,"Operation Sky Sentinel, 2024",2024,"Operation Sky Sentinel, 2024.scen",2478335,True,Operation Scenarios (standalone),
321,"Operation Slam Gray, 1957",1957,"Operation Slam Gray, 1957.scen",183905,True,Operation Scenarios (standalone),
322,"Operation Sling of David, 2014",2014,"Operation Sling of David, 2014.scen",437609,True,Operation Scenarios (standalone),
323,"Operation Soberania, 1978",1978,"Operation Soberania, 1978.scen",177417,True,Operation Scenarios (standalone),
324,"Operation Sombrero de Copa, 2000",2000,"Operation Sombrero de Copa, 2000.scen",77246,True,Operation Scenarios (standalone),
325,"Operation Square Peg, 2013",2013,"Operation Square Peg, 2013.scen",115908,True,Operation Scenarios (standalone),
326,"Operation Texas Crow, 2020",2020,"Operation Texas Crow, 2020.scen",195685,True,Operation Scenarios (standalone),
327,"Operation True Promise III, 2025",2025,"Operation True Promise III, 2025.scen",5648814,True,Operation Scenarios (standalone),
328,"Operation Urgent Fury, 1983",1983,"Operation Urgent Fury, 1983.scen",588781,True,Operation Scenarios (standalone),
329,"Operation Vulture, 1954",1954,"Operation Vulture, 1954.scen",346740,True,Operation Scenarios (standalone),
330,"Ouadi Doum, 1986",1986,"Ouadi Doum, 1986.scen",64951,True,Standalone Scenario,
331,"Out of Megiddo - Team Sunfish, 1973",1973,"Out of Megiddo - Team Sunfish, 1973.scen",123020,True,Standalone Scenario,
332,"Out of Megiddo - The Battle of the Arabian Sea, 1973",1973,"Out of Megiddo - The Battle of the Arabian Sea, 1973.scen",235147,True,Standalone Scenario,
333,"Oyashio on Patrol, 2014",2014,"Oyashio on Patrol, 2014.scen",69810,True,Standalone Scenario,
334,"Patton Seamount Emergency, 2020",2020,"Patton Seamount Emergency, 2020.scen",532601,True,Standalone Scenario,
335,"Peeling the Onion, 1957",1957,"Peeling the Onion, 1957.scen",2125105,True,Standalone Scenario,
336,"Penetrating the Blockade, 2027",2027,"Penetrating the Blockade, 2027.scen",1033542,True,Standalone Scenario,
337,"Philippine Navy Patrol Force - Shoal Patrol, 2013",2013,"Philippine Navy Patrol Force - Shoal Patrol, 2013.scen",266113,True,Standalone Scenario,
338,"Phoenix of Indochina, 1949",1949,"Phoenix of Indochina, 1949.scen",64531,False,Standalone Scenario,
339,"Play The Fool, 2016",2016,"Play The Fool, 2016.scen",707684,True,Standalone Scenario,
340,"Plum Blossoms Do Not Fall Lightly, 2025",2025,"Plum Blossoms Do Not Fall Lightly, 2025.scen",744265,True,Standalone Scenario,
341,"Podengo Monday, 1968",1968,"Podengo Monday, 1968.scen",99855,True,Standalone Scenario,
342,"Probe or Feint, 1963",1963,"Probe or Feint, 1963.scen",73747,True,Standalone Scenario,
343,"Protecting Peacekeepers on Samar, 2024",2024,"Protecting Peacekeepers on Samar, 2024.scen",142460,True,Standalone Scenario,
344,"Putins War In the Jaws of the Bear, 2022",2022,"Putins War In the Jaws of the Bear, 2022.scen",1208533,True,Putin's War Series,
345,"Putins War Midnight Sun, 2022",2022,"Putins War Midnight Sun, 2022.scen",2672314,True,Putin's War Series,
346,"Putins War Operation Exodus, 2022",2022,"Putins War Operation Exodus, 2022.scen",1533201,True,Putin's War Series,
347,"Putins War The Bodo Express, 2022",2022,"Putins War The Bodo Express, 2022.scen",1598599,True,Putin's War Series,
348,"Putins War Threading the Needle, 2022",2022,"Putins War Threading the Needle, 2022.scen",137527,True,Putin's War Series,
349,"Raid on Bir Moghrein, 2020",2020,"Raid on Bir Moghrein, 2020.scen",107697,True,Standalone Scenario,
350,"Randolphs Racket, 1954",1954,"Randolphs Racket, 1954.scen",162789,True,Standalone Scenario,
351,"Rebel Yell, 2015",2015,"Rebel Yell, 2015.scen",74410,True,Standalone Scenario,
352,"Red Episodes - Boomer to Sea, 1989",1989,"Red Episodes - Boomer to Sea, 1989.scen",186859,True,Red Episodes Series,
353,"Red Episodes - No Sandbox No Joy, 1989",1989,"Red Episodes - No Sandbox No Joy, 1989.scen",104069,True,Red Episodes Series,
354,"Red Episodes - Recon in Force, 1989",1989,"Red Episodes - Recon in Force, 1989.scen",142956,True,Red Episodes Series,
355,"Red Episodes - SOS SOSUS, 1989",1989,"Red Episodes - SOS SOSUS, 1989.scen",41820,True,Red Episodes Series,
356,"Red Episodes - Stop that Convoy, 1989",1989,"Red Episodes - Stop that Convoy, 1989.scen",183387,True,Red Episodes Series,
357,"Red Flag, 2017",2017,"Red Flag, 2017.scen",595469,True,Standalone Scenario,
358,"Red Iceland, 1980",1980,"Red Iceland, 1980.scen",334685,True,Standalone Scenario,
359,"Red Phoenix - Battle of the Tsushima, 1987",1987,"Red Phoenix - Battle of the Tsushima, 1987.scen",1420473,True,The War That Never Was Series,
360,"Red Phoenix - Christmas Day, 1986",1986,"Red Phoenix - Christmas Day, 1986.scen",323048,True,The War That Never Was Series,
361,"Red Storm - Fill the Gap, 1990",1990,"Red Storm - Fill the Gap, 1990.scen",446482,True,Standalone Scenario,
362,"Regaining Honor, 2015",2015,"Regaining Honor, 2015.scen",315403,True,Standalone Scenario,
363,"Regulus, 1961",1961,"Regulus, 1961.scen",211550,True,Standalone Scenario,
364,"Resolution 1737, 2007",2007,"Resolution 1737, 2007.scen",293837,True,Standalone Scenario,
365,"Revenge in Beirut, 1983",1983,"Revenge in Beirut, 1983.scen",691216,True,Standalone Scenario,
366,"Rollback - Hoisting the Net, 1998",1998,"Rollback - Hoisting the Net, 1998.scen",32862,True,Standalone Scenario,
367,"Rollback - The First of Many, 1998",1998,"Rollback - The First of Many, 1998.scen",417376,True,Standalone Scenario,
368,"Royal Problems, 1962",1962,"Royal Problems, 1962.scen",365879,True,Standalone Scenario,
369,"Ruby Slipper, 2016",2016,"Ruby Slipper, 2016.scen",869087,True,Standalone Scenario,
370,"Russian Civil War - Phase I, 2004",2004,"Russian Civil War - Phase I, 2004.scen",719758,True,Standalone Scenario,
371,"Russian Civil War - Phase II, 2004",2004,"Russian Civil War - Phase II, 2004.scen",2015345,True,Standalone Scenario,
372,"Russian Civil War - Phase III, 2004",2004,"Russian Civil War - Phase III, 2004.scen",1859450,True,Standalone Scenario,
373,"Ryukyu Islands, 2022",2022,"Ryukyu Islands, 2022.scen",2807293,True,Standalone Scenario,
374,"SC Andes Mallorca Ep 101, 2011",2011,"SC Andes Mallorca Ep 101, 2011.scen",198511,True,SC Andes Campaign,
375,"SC Andes Mallorca Ep 102, 2011",2011,"SC Andes Mallorca Ep 102, 2011.scen",92417,True,SC Andes Campaign,
376,"SC Andes Mallorca Ep 103, 2011",2011,"SC Andes Mallorca Ep 103, 2011.scen",62498,True,SC Andes Campaign,
377,"SC Egypt Ep 101, 2011",2011,"SC Egypt Ep 101, 2011.scen",128331,True,SC Egypt Campaign,
378,"SC Mauritania Pt 1, 2011",2011,"SC Mauritania Pt 1, 2011.scen",38004,True,SC Mauritania Campaign,
379,"SC Mauritania Pt 2, 2011",2011,"SC Mauritania Pt 2, 2011.scen",44577,True,SC Mauritania Campaign,
380,"SC Mauritania Pt 3, 2011",2011,"SC Mauritania Pt 3, 2011.scen",86441,True,SC Mauritania Campaign,
381,"SEAL Submarine Exercise, 2010",2010,"SEAL Submarine Exercise, 2010.scen",29345,True,Standalone Scenario,
382,"STANAVFORLANT Gets to Work, 1969",1969,"STANAVFORLANT Gets to Work, 1969.scen",187770,True,Standalone Scenario,
383,"Sagami Bay Convoy Raid, 2022",2022,"Sagami Bay Convoy Raid, 2022.scen",343453,True,Standalone Scenario,
384,"Sakhalin or Karafuto, 2013",2013,"Sakhalin or Karafuto, 2013.scen",283710,True,Standalone Scenario,
385,"Salalah Station, 1986",1986,"Salalah Station, 1986.scen",260210,True,Standalone Scenario,
386,"SandBox Nations 1, 2018",2018,"SandBox Nations 1, 2018.scen",5608060,True,Sandbox/Tutorial,
387,"Sandbox Scenario 1 - Surface Encounter, 1991",1991,"Sandbox Scenario 1 - Surface Encounter, 1991.scen",41651,True,Sandbox/Tutorial,
388,"Sandbox Scenario 2 - East Med A2-AD, 2016",2016,"Sandbox Scenario 2 - East Med A2-AD, 2016.scen",725986,True,Sandbox/Tutorial,
389,"Sandies and Jollies, 1968",1968,"Sandies and Jollies, 1968.scen",81861,True,Standalone Scenario,
390,"Sanitizing NORLANT, 1962",1962,"Sanitizing NORLANT, 1962.scen",443093,True,Standalone Scenario,
391,"Sapphire, 1977",1977,"Sapphire, 1977.scen",727471,True,Standalone Scenario,
392,"Saudia Arabia Crisis -  Attack of IS, 2016",2016,"Saudia Arabia Crisis -  Attack of IS, 2016.scen",4863307,True,Standalone Scenario,
393,"Save the Day, 2017",2017,"Save the Day, 2017.scen",504150,True,Standalone Scenario,
394,"Saving the Third Temple, 1973",1973,"Saving the Third Temple, 1973.scen",706451,True,Standalone Scenario,
395,"Sawfish and the Fast Lady, 2010",2010,"Sawfish and the Fast Lady, 2010.scen",110533,True,Standalone Scenario,
396,"Scenario Editor Tutorial-Adding Weapons, 2015",2015,"Scenario Editor Tutorial-Adding Weapons, 2015.scen",18126,True,Sandbox/Tutorial,
397,"Seawolf 1, Ivan Marches, 1996",1996,"Seawolf 1, Ivan Marches, 1996.scen",101164,True,Standalone Scenario,
398,"Seawolf 2, Duckshoot, 1996",1996,"Seawolf 2, Duckshoot, 1996.scen",59170,True,Standalone Scenario,
399,"Senkaku Crisis, 2010",2010,"Senkaku Crisis, 2010.scen",158836,True,Standalone Scenario,
400,"Senkaku Islands Clash, 2019",2019,"Senkaku Islands Clash, 2019.scen",1733388,True,Standalone Scenario,
401,"Set Defence Condition One, 1986",1986,"Set Defence Condition One, 1986.scen",2428626,True,Standalone Scenario,
402,"Shandong Lashes Out, 2021",2021,"Shandong Lashes Out, 2021.scen",1795290,True,Standalone Scenario,
403,"Shangri-La Comes Calling, 1965",1965,"Shangri-La Comes Calling, 1965.scen",306117,True,Standalone Scenario,
404,"Shoot-out at Package One, 1952",1952,"Shoot-out at Package One, 1952.scen",202651,True,Standalone Scenario,
405,"Sideshow in the South China Sea, 1985",1985,"Sideshow in the South China Sea, 1985.scen",604901,True,Standalone Scenario,
406,"Sink the Nautica, 1977",1977,"Sink the Nautica, 1977.scen",267601,True,Standalone Scenario,
407,"Sinking a Battlewagon, 1990",1990,"Sinking a Battlewagon, 1990.scen",23655,True,Standalone Scenario,
408,"Skagerrak, 1963",1963,"Skagerrak, 1963.scen",96128,True,Standalone Scenario,
409,"Small Random Convoy Transit, 1989",1989,"Small Random Convoy Transit, 1989.scen",200849,True,Standalone Scenario,
410,"Smart Bracelet, 2014",2014,"Smart Bracelet, 2014.scen",71355,True,Standalone Scenario,
411,"Smooth Bordeaux, 1964",1964,"Smooth Bordeaux, 1964.scen",109616,True,Standalone Scenario,
412,"Smooth Trail, 1988",1988,"Smooth Trail, 1988.scen",86238,True,Standalone Scenario,
413,"Snipe Incident, 1958",1958,"Snipe Incident, 1958.scen",91866,True,Standalone Scenario,
414,"Solomon Islands Incursion, 1994",1994,"Solomon Islands Incursion, 1994.scen",63433,True,Standalone Scenario,
415,South Atlantic War 1982 - Sneaky Beakies in South Georgia,,South Atlantic War 1982 - Sneaky Beakies in South Georgia.scen,85775,True,Standalone Scenario,
416,"South of Crete, 1985",1985,"South of Crete, 1985.scen",398539,True,Standalone Scenario,
417,"Southern Brawl (The War That Never Was), 1989",1989,"Southern Brawl (The War That Never Was), 1989.scen",1056245,True,The War That Never Was Series,
418,"Soviet Endgame - Seize Giebelstadt, 1981",1981,"Soviet Endgame - Seize Giebelstadt, 1981.scen",186274,True,Standalone Scenario,
419,"Spanish Guinea II, Nigerian Alliance v Spain, 1996",1996,"Spanish Guinea II, Nigerian Alliance v Spain, 1996.scen",1594519,True,Standalone Scenario,
420,"Spanish Guinea, 1995",1995,"Spanish Guinea, 1995.scen",244208,True,Standalone Scenario,
421,"Splendid George, 1985",1985,"Splendid George, 1985.scen",355747,True,Standalone Scenario,
422,"Splendid Rambler, 1968",1968,"Splendid Rambler, 1968.scen",78534,True,Standalone Scenario,
423,"Sri Lanka Crisis, 2021",2021,"Sri Lanka Crisis, 2021.scen",299492,True,Standalone Scenario,
424,"Stag Yellow, 1969",1969,"Stag Yellow, 1969.scen",289207,True,Standalone Scenario,
425,"Stalins Bulls, 1951",1951,"Stalins Bulls, 1951.scen",117414,True,Standalone Scenario,
426,"Standoff-21, 2019",2019,"Standoff-21, 2019.scen",84923,True,Standalone Scenario,
427,"Sterett in the Gulf of Thailand, 1977",1977,"Sterett in the Gulf of Thailand, 1977.scen",137070,True,Standalone Scenario,
428,"Strike Group Stennis vs. Tanzania, 2020",2020,"Strike Group Stennis vs. Tanzania, 2020.scen",400960,True,Standalone Scenario,
429,"Strike Quick, 1999",1999,"Strike Quick, 1999.scen",125328,True,Standalone Scenario,
430,"String of Pearls - Lance the Boil, 2020",2020,"String of Pearls - Lance the Boil, 2020.scen",754683,True,Standalone Scenario,
431,"Submarines off São Tomé, 2020",2020,"Submarines off São Tomé, 2020.scen",108598,True,Standalone Scenario,
432,"Sudan Strike, 2025",2025,"Sudan Strike, 2025.scen",577647,True,Standalone Scenario,
433,"Sumatra Crisis, 2022 - 1 - Mayday",2022,"Sumatra Crisis, 2022 - 1 - Mayday.scen",52541,True,Sumatra Crisis Series,
434,"Sumatra Crisis, 2022 - 2 - Trade Paralisis",2022,"Sumatra Crisis, 2022 - 2 - Trade Paralisis.scen",53237,True,Sumatra Crisis Series,
435,"Sumatra Crisis, 2022 - 3 - Singapore Surprise",2022,"Sumatra Crisis, 2022 - 3 - Singapore Surprise.scen",301894,True,Sumatra Crisis Series,
436,"Surface Group vs. Subs - Marakei, 2020",2020,"Surface Group vs. Subs - Marakei, 2020.scen",88279,True,Standalone Scenario,
437,"Swan Lake, 2024",2024,"Swan Lake, 2024.scen",472775,True,Standalone Scenario,
438,"Syria 413, 2018 [COW]",2018,"Syria 413, 2018 [COW].scen",645151,True,Standalone Scenario,
439,"Tafass, Syria, 2021",2021,"Tafass, Syria, 2021.scen",690165,True,Standalone Scenario,
440,"Taiwan Straits, 2022",2022,"Taiwan Straits, 2022.scen",1635946,True,Standalone Scenario,
441,"Take It, Brave York, 1990",1990,"Take It, Brave York, 1990.scen",87356,True,Standalone Scenario,
442,"Tanker Wars, 2017",2017,"Tanker Wars, 2017.scen",198554,True,Standalone Scenario,
443,"Task Force 45, 1989",1989,"Task Force 45, 1989.scen",130953,True,Standalone Scenario,
444,"Team Carney, 2019",2019,"Team Carney, 2019.scen",304525,True,Standalone Scenario,
445,"Team Chicago Gets Busy, 1974",1974,"Team Chicago Gets Busy, 1974.scen",101993,True,Standalone Scenario,
446,"Team Chicago and Vietnam Get Busy, 1974",1974,"Team Chicago and Vietnam Get Busy, 1974.scen",134843,True,Standalone Scenario,
447,"Team Dido, 1964",1964,"Team Dido, 1964.scen",57112,True,Standalone Scenario,
448,"Team Midway in the Taiwan Strait, 1962",1962,"Team Midway in the Taiwan Strait, 1962.scen",553433,True,Standalone Scenario,
449,"Team Mysore, 2017",2017,"Team Mysore, 2017.scen",185961,True,Standalone Scenario,
450,"Team Worden, 1983",1983,"Team Worden, 1983.scen",141615,True,Standalone Scenario,
451,"Tempest Marlin, 2016",2016,"Tempest Marlin, 2016.scen",325216,True,Standalone Scenario,
452,"Terrorists in Anjar, 1984",1984,"Terrorists in Anjar, 1984.scen",273261,True,Standalone Scenario,
453,"The 2023 North Korean Nuclear Attacks Part 1, 2023",2023,"The 2023 North Korean Nuclear Attacks Part 1, 2023.scen",103541,True,Standalone Scenario,
454,"The 2023 North Korean Nuclear Attacks Part 2, 2023",2023,"The 2023 North Korean Nuclear Attacks Part 2, 2023.scen",843660,True,Standalone Scenario,
455,"The 4th of July, 1989",1989,"The 4th of July, 1989.scen",2747551,True,Standalone Scenario,
456,"The Akusekijima Conflict, 2019",2019,"The Akusekijima Conflict, 2019.scen",125283,True,Standalone Scenario,
457,"The Banja Luka Incident, 1994",1994,"The Banja Luka Incident, 1994.scen",159742,True,Standalone Scenario,
458,"The Battle of Al Khor, 1995",1995,"The Battle of Al Khor, 1995.scen",152702,True,Standalone Scenario,
459,"The Battle of Bejaia, 1999",1999,"The Battle of Bejaia, 1999.scen",218404,True,Standalone Scenario,
460,"The Battle of Chiapas, 2020",2020,"The Battle of Chiapas, 2020.scen",102332,True,Standalone Scenario,
461,"The Battle of Langkawi, 1973",1973,"The Battle of Langkawi, 1973.scen",349471,True,Standalone Scenario,
462,"The Battle of Mitú, 1995",1995,"The Battle of Mitú, 1995.scen",95825,True,Standalone Scenario,
463,"The Battle of Palmdale, 1956",1956,"The Battle of Palmdale, 1956.scen",25139,True,Standalone Scenario,
464,"The Battle of Seogeom-ri, 2015",2015,"The Battle of Seogeom-ri, 2015.scen",171209,True,Standalone Scenario,
465,"The Battle of Vogel Seamount, 1981",1981,"The Battle of Vogel Seamount, 1981.scen",234749,True,Standalone Scenario,
466,"The Battle of the Turtle Islands, 1988",1988,"The Battle of the Turtle Islands, 1988.scen",151686,True,Standalone Scenario,
467,"The Bear and the Dragon, 2023",2023,"The Bear and the Dragon, 2023.scen",1002859,True,Standalone Scenario,
468,"The Bridges at Toko-Ri, 1952",1952,"The Bridges at Toko-Ri, 1952.scen",282248,True,Standalone Scenario,
469,"The C-Team, 1988",1988,"The C-Team, 1988.scen",2904098,True,Standalone Scenario,
470,"The Clash Of Titans II, 2018",2018,"The Clash Of Titans II, 2018.scen",189157,True,Standalone Scenario,
471,"The Convoy, Ukraine, 2022",2022,"The Convoy, Ukraine, 2022.scen",522999,True,Standalone Scenario,
472,"The Corfu Channel Episode, 1946",1946,"The Corfu Channel Episode, 1946.scen",123697,True,Standalone Scenario,
473,"The Dam Busters, 2021",2021,"The Dam Busters, 2021.scen",126374,True,Standalone Scenario,
474,"The Desperate Hours December, 1985",1985,"The Desperate Hours December, 1985.scen",210639,True,Standalone Scenario,
